entry ,species,chemical,light,tissue,mass,log.mass
4885,C.fasciculata,none,open,below,NA,NA
4886,C.fasciculata,none,open,above,NA,NA
4887,C.fasciculata,none,open,total,NA,NA
4888,C.fasciculata,none,open,root.shoot,NA,NA
4889,S.scheelei,none,open,below,NA,NA
4890,S.scheelei,none,open,above,NA,NA
4891,S.scheelei,none,open,total,NA,NA
4892,S.scheelei,none,open,root.shoot,NA,NA
4893,M.maximus,none,open,below,53,3.988984047
4894,M.maximus,none,open,above,109,4.700480366
4895,M.maximus,none,open,total,162,5.093750201
4896,M.maximus,none,open,root.shoot,0.486238532,0.396248453
4897,X.texanum,crude,shade,below,NA,NA
4898,X.texanum,crude,shade,above,NA,NA
4899,X.texanum,crude,shade,total,NA,NA
4900,X.texanum,crude,shade,root.shoot,NA,NA
4901,C.fasciculata,crude,shade,below,NA,NA
4902,C.fasciculata,crude,shade,above,NA,NA
4903,C.fasciculata,crude,shade,total,NA,NA
4904,C.fasciculata,crude,shade,root.shoot,NA,NA
4905,S.scheelei,crude,shade,below,NA,NA
4906,S.scheelei,crude,shade,above,NA,NA
4907,S.scheelei,crude,shade,total,NA,NA
4908,S.scheelei,crude,shade,root.shoot,NA,NA
4909,M.maximus,crude,shade,below,NA,NA
4910,M.maximus,crude,shade,above,NA,NA
4911,M.maximus,crude,shade,total,NA,NA
4912,M.maximus,crude,shade,root.shoot,NA,NA
4913,X.texanum,standard,shade,below,NA,NA
4914,X.texanum,standard,shade,above,NA,NA
4915,X.texanum,standard,shade,total,NA,NA
4916,X.texanum,standard,shade,root.shoot,NA,NA
4917,C.fasciculata,standard,shade,below,NA,NA
4918,C.fasciculata,standard,shade,above,NA,NA
4919,C.fasciculata,standard,shade,total,NA,NA
4920,C.fasciculata,standard,shade,root.shoot,NA,NA
4921,S.scheelei,standard,shade,below,NA,NA
4922,S.scheelei,standard,shade,above,NA,NA
4923,S.scheelei,standard,shade,total,NA,NA
4924,S.scheelei,standard,shade,root.shoot,NA,NA
4925,M.maximus,standard,shade,below,NA,NA
4926,M.maximus,standard,shade,above,NA,NA
4927,M.maximus,standard,shade,total,NA,NA
4928,M.maximus,standard,shade,root.shoot,NA,NA
4929,X.texanum,none,shade,below,NA,NA
4930,X.texanum,none,shade,above,NA,NA
4931,X.texanum,none,shade,total,NA,NA
4932,X.texanum,none,shade,root.shoot,NA,NA
4933,C.fasciculata,none,shade,below,NA,NA
4934,C.fasciculata,none,shade,above,NA,NA
4935,C.fasciculata,none,shade,total,NA,NA
4936,C.fasciculata,none,shade,root.shoot,NA,NA
4937,S.scheelei,none,shade,below,NA,NA
4938,S.scheelei,none,shade,above,NA,NA
4939,S.scheelei,none,shade,total,NA,NA
4940,S.scheelei,none,shade,root.shoot,NA,NA
4941,M.maximus,none,shade,below,0.7,0.530628251
4942,M.maximus,none,shade,above,3.9,1.589235205
4943,M.maximus,none,shade,total,4.6,1.722766598
4944,M.maximus,none,shade,root.shoot,0.17948718,0.165079751
4945,X.texanum,crude,open,below,NA,NA
4946,X.texanum,crude,open,above,NA,NA
4947,X.texanum,crude,open,total,NA,NA
4948,X.texanum,crude,open,root.shoot,NA,NA
4949,C.fasciculata,crude,open,below,NA,NA
4950,C.fasciculata,crude,open,above,NA,NA
4951,C.fasciculata,crude,open,total,NA,NA
4952,C.fasciculata,crude,open,root.shoot,NA,NA
4953,S.scheelei,crude,open,below,NA,NA
4954,S.scheelei,crude,open,above,NA,NA
4955,S.scheelei,crude,open,total,NA,NA
4956,S.scheelei,crude,open,root.shoot,NA,NA
4957,M.maximus,crude,open,below,57,4.060443011
4958,M.maximus,crude,open,above,37,3.63758616
4959,M.maximus,crude,open,total,94,4.553876892
4960,M.maximus,crude,open,root.shoot,1.540540541,0.93237687
4961,X.texanum,standard,open,below,NA,NA
4962,X.texanum,standard,open,above,NA,NA
4963,X.texanum,standard,open,total,NA,NA
4964,X.texanum,standard,open,root.shoot,NA,NA
4965,C.fasciculata,standard,open,below,29,3.401197382
4966,C.fasciculata,standard,open,above,62,4.143134726
4967,C.fasciculata,standard,open,total,91,4.521788577
4968,C.fasciculata,standard,open,root.shoot,0.467741936,0.383725122
4969,S.scheelei,standard,open,below,3,1.386294361
4970,S.scheelei,standard,open,above,8,2.197224577
4971,S.scheelei,standard,open,total,11,2.48490665
4972,S.scheelei,standard,open,root.shoot,0.375,0.318453731
4973,M.maximus,standard,open,below,NA,NA
4974,M.maximus,standard,open,above,NA,NA
4975,M.maximus,standard,open,total,NA,NA
4976,M.maximus,standard,open,root.shoot,NA,NA
4977,X.texanum,none,open,below,NA,NA
4978,X.texanum,none,open,above,NA,NA
4979,X.texanum,none,open,total,NA,NA
4980,X.texanum,none,open,root.shoot,NA,NA
4981,C.fasciculata,none,open,below,NA,NA
4982,C.fasciculata,none,open,above,NA,NA
4983,C.fasciculata,none,open,total,NA,NA
4984,C.fasciculata,none,open,root.shoot,NA,NA
4985,S.scheelei,none,open,below,NA,NA
4986,S.scheelei,none,open,above,NA,NA
4987,S.scheelei,none,open,total,NA,NA
4988,S.scheelei,none,open,root.shoot,NA,NA
4989,M.maximus,none,open,below,64,4.17438727
4990,M.maximus,none,open,above,101,4.624972813
4991,M.maximus,none,open,total,165,5.111987788
4992,M.maximus,none,open,root.shoot,0.633663366,0.490824957
4993,X.texanum,crude,shade,below,NA,NA
4994,X.texanum,crude,shade,above,NA,NA
4995,X.texanum,crude,shade,total,NA,NA
4996,X.texanum,crude,shade,root.shoot,NA,NA
4997,C.fasciculata,crude,shade,below,NA,NA
4998,C.fasciculata,crude,shade,above,NA,NA
4999,C.fasciculata,crude,shade,total,NA,NA
5000,C.fasciculata,crude,shade,root.shoot,NA,NA
5001,S.scheelei,crude,shade,below,NA,NA
5002,S.scheelei,crude,shade,above,NA,NA
5003,S.scheelei,crude,shade,total,NA,NA
5004,S.scheelei,crude,shade,root.shoot,NA,NA
5005,M.maximus,crude,shade,below,NA,NA
5006,M.maximus,crude,shade,above,NA,NA
5007,M.maximus,crude,shade,total,NA,NA
5008,M.maximus,crude,shade,root.shoot,NA,NA
5009,X.texanum,standard,shade,below,NA,NA
5010,X.texanum,standard,shade,above,NA,NA
5011,X.texanum,standard,shade,total,NA,NA
5012,X.texanum,standard,shade,root.shoot,NA,NA
5013,C.fasciculata,standard,shade,below,NA,NA
5014,C.fasciculata,standard,shade,above,NA,NA
5015,C.fasciculata,standard,shade,total,NA,NA
5016,C.fasciculata,standard,shade,root.shoot,NA,NA
5017,S.scheelei,standard,shade,below,NA,NA
5018,S.scheelei,standard,shade,above,NA,NA
5019,S.scheelei,standard,shade,total,NA,NA
5020,S.scheelei,standard,shade,root.shoot,NA,NA
5021,M.maximus,standard,shade,below,NA,NA
5022,M.maximus,standard,shade,above,NA,NA
5023,M.maximus,standard,shade,total,NA,NA
5024,M.maximus,standard,shade,root.shoot,NA,NA
5025,X.texanum,none,shade,below,NA,NA
5026,X.texanum,none,shade,above,NA,NA
5027,X.texanum,none,shade,total,NA,NA
5028,X.texanum,none,shade,root.shoot,NA,NA
5029,C.fasciculata,none,shade,below,NA,NA
5030,C.fasciculata,none,shade,above,NA,NA
5031,C.fasciculata,none,shade,total,NA,NA
5032,C.fasciculata,none,shade,root.shoot,NA,NA
5033,S.scheelei,none,shade,below,NA,NA
5034,S.scheelei,none,shade,above,NA,NA
5035,S.scheelei,none,shade,total,NA,NA
5036,S.scheelei,none,shade,root.shoot,NA,NA
5037,M.maximus,none,shade,below,0.1,0.09531018
5038,M.maximus,none,shade,above,0.9,0.641853886
5039,M.maximus,none,shade,total,1,0.693147181
5040,M.maximus,none,shade,root.shoot,0.111111111,0.105360516
5041,X.texanum,crude,open,below,NA,NA
5042,X.texanum,crude,open,above,NA,NA
5043,X.texanum,crude,open,total,NA,NA
5044,X.texanum,crude,open,root.shoot,NA,NA
5045,C.fasciculata,crude,open,below,NA,NA
5046,C.fasciculata,crude,open,above,NA,NA
5047,C.fasciculata,crude,open,total,NA,NA
5048,C.fasciculata,crude,open,root.shoot,NA,NA
5049,S.scheelei,crude,open,below,NA,NA
5050,S.scheelei,crude,open,above,NA,NA
5051,S.scheelei,crude,open,total,NA,NA
5052,S.scheelei,crude,open,root.shoot,NA,NA
5053,M.maximus,crude,open,below,1,0.693147181
5054,M.maximus,crude,open,above,7,2.079441542
5055,M.maximus,crude,open,total,8,2.197224577
5056,M.maximus,crude,open,root.shoot,0.142857143,0.133531393
5057,X.texanum,standard,open,below,NA,NA
5058,X.texanum,standard,open,above,NA,NA
5059,X.texanum,standard,open,total,NA,NA
5060,X.texanum,standard,open,root.shoot,NA,NA
5061,C.fasciculata,standard,open,below,33,3.526360525
5062,C.fasciculata,standard,open,above,62,4.143134726
5063,C.fasciculata,standard,open,total,95,4.564348191
5064,C.fasciculata,standard,open,root.shoot,0.532258065,0.426742507
5065,S.scheelei,standard,open,below,NA,NA
5066,S.scheelei,standard,open,above,NA,NA
5067,S.scheelei,standard,open,total,NA,NA
5068,S.scheelei,standard,open,root.shoot,NA,NA
5069,M.maximus,standard,open,below,NA,NA
5070,M.maximus,standard,open,above,NA,NA
5071,M.maximus,standard,open,total,NA,NA
5072,M.maximus,standard,open,root.shoot,NA,NA
5073,X.texanum,none,open,below,NA,NA
5074,X.texanum,none,open,above,NA,NA
5075,X.texanum,none,open,total,NA,NA
5076,X.texanum,none,open,root.shoot,NA,NA
5077,C.fasciculata,none,open,below,NA,NA
5078,C.fasciculata,none,open,above,NA,NA
5079,C.fasciculata,none,open,total,NA,NA
5080,C.fasciculata,none,open,root.shoot,NA,NA
5081,S.scheelei,none,open,below,NA,NA
5082,S.scheelei,none,open,above,NA,NA
5083,S.scheelei,none,open,total,NA,NA
5084,S.scheelei,none,open,root.shoot,NA,NA
5085,M.maximus,none,open,below,82,4.418840608
5086,M.maximus,none,open,above,169,5.135798437
5087,M.maximus,none,open,total,251,5.529429088
5088,M.maximus,none,open,root.shoot,0.485207101,0.395554224
5089,X.texanum,crude,shade,below,NA,NA
5090,X.texanum,crude,shade,above,NA,NA
5091,X.texanum,crude,shade,total,NA,NA
5092,X.texanum,crude,shade,root.shoot,NA,NA
5093,C.fasciculata,crude,shade,below,NA,NA
5094,C.fasciculata,crude,shade,above,NA,NA
5095,C.fasciculata,crude,shade,total,NA,NA
5096,C.fasciculata,crude,shade,root.shoot,NA,NA
5097,S.scheelei,crude,shade,below,NA,NA
5098,S.scheelei,crude,shade,above,NA,NA
5099,S.scheelei,crude,shade,total,NA,NA
5100,S.scheelei,crude,shade,root.shoot,NA,NA
5101,M.maximus,crude,shade,below,NA,NA
5102,M.maximus,crude,shade,above,NA,NA
5103,M.maximus,crude,shade,total,NA,NA
5104,M.maximus,crude,shade,root.shoot,NA,NA
5105,X.texanum,standard,shade,below,NA,NA
5106,X.texanum,standard,shade,above,NA,NA
5107,X.texanum,standard,shade,total,NA,NA
5108,X.texanum,standard,shade,root.shoot,NA,NA
5109,C.fasciculata,standard,shade,below,NA,NA
5110,C.fasciculata,standard,shade,above,NA,NA
5111,C.fasciculata,standard,shade,total,NA,NA
5112,C.fasciculata,standard,shade,root.shoot,NA,NA
5113,S.scheelei,standard,shade,below,NA,NA
5114,S.scheelei,standard,shade,above,NA,NA
5115,S.scheelei,standard,shade,total,NA,NA
5116,S.scheelei,standard,shade,root.shoot,NA,NA
5117,M.maximus,standard,shade,below,NA,NA
5118,M.maximus,standard,shade,above,NA,NA
5119,M.maximus,standard,shade,total,NA,NA
5120,M.maximus,standard,shade,root.shoot,NA,NA
5121,X.texanum,none,shade,below,NA,NA
5122,X.texanum,none,shade,above,NA,NA
5123,X.texanum,none,shade,total,NA,NA
5124,X.texanum,none,shade,root.shoot,NA,NA
5125,C.fasciculata,none,shade,below,NA,NA
5126,C.fasciculata,none,shade,above,NA,NA
5127,C.fasciculata,none,shade,total,NA,NA
5128,C.fasciculata,none,shade,root.shoot,NA,NA
5129,S.scheelei,none,shade,below,NA,NA
5130,S.scheelei,none,shade,above,NA,NA
5131,S.scheelei,none,shade,total,NA,NA
5132,S.scheelei,none,shade,root.shoot,NA,NA
5133,M.maximus,none,shade,below,0.9,0.641853886
5134,M.maximus,none,shade,above,2.4,1.223775432
5135,M.maximus,none,shade,total,3.3,1.458615023
5136,M.maximus,none,shade,root.shoot,0.375,0.318453731
5137,X.texanum,crude,open,below,NA,NA
5138,X.texanum,crude,open,above,NA,NA
5139,X.texanum,crude,open,total,NA,NA
5140,X.texanum,crude,open,root.shoot,NA,NA
5141,C.fasciculata,crude,open,below,NA,NA
5142,C.fasciculata,crude,open,above,NA,NA
5143,C.fasciculata,crude,open,total,NA,NA
5144,C.fasciculata,crude,open,root.shoot,NA,NA
5145,S.scheelei,crude,open,below,NA,NA
5146,S.scheelei,crude,open,above,NA,NA
5147,S.scheelei,crude,open,total,NA,NA
5148,S.scheelei,crude,open,root.shoot,NA,NA
5149,M.maximus,crude,open,below,33,3.526360525
5150,M.maximus,crude,open,above,22,3.135494216
5151,M.maximus,crude,open,total,55,4.025351691
5152,M.maximus,crude,open,root.shoot,1.5,0.916290732
5153,X.texanum,standard,open,below,NA,NA
5154,X.texanum,standard,open,above,NA,NA
5155,X.texanum,standard,open,total,NA,NA
5156,X.texanum,standard,open,root.shoot,NA,NA
5157,C.fasciculata,standard,open,below,27,3.33220451
5158,C.fasciculata,standard,open,above,53,3.988984047
5159,C.fasciculata,standard,open,total,80,4.394449155
5160,C.fasciculata,standard,open,root.shoot,0.509433962,0.411734721
5161,S.scheelei,standard,open,below,NA,NA
5162,S.scheelei,standard,open,above,NA,NA
5163,S.scheelei,standard,open,total,NA,NA
5164,S.scheelei,standard,open,root.shoot,NA,NA
5165,M.maximus,standard,open,below,NA,NA
5166,M.maximus,standard,open,above,NA,NA
5167,M.maximus,standard,open,total,NA,NA
5168,M.maximus,standard,open,root.shoot,NA,NA
5169,X.texanum,none,open,below,NA,NA
5170,X.texanum,none,open,above,NA,NA
5171,X.texanum,none,open,total,NA,NA
5172,X.texanum,none,open,root.shoot,NA,NA
5173,C.fasciculata,none,open,below,NA,NA
5174,C.fasciculata,none,open,above,NA,NA
5175,C.fasciculata,none,open,total,NA,NA
5176,C.fasciculata,none,open,root.shoot,NA,NA
5177,S.scheelei,none,open,below,NA,NA
5178,S.scheelei,none,open,above,NA,NA
5179,S.scheelei,none,open,total,NA,NA
5180,S.scheelei,none,open,root.shoot,NA,NA
5181,M.maximus,none,open,below,104,4.65396035
5182,M.maximus,none,open,above,228,5.433722004
5183,M.maximus,none,open,total,332,5.80814249
5184,M.maximus,none,open,root.shoot,0.456140351,0.37578934
5185,X.texanum,crude,shade,below,NA,NA
5186,X.texanum,crude,shade,above,NA,NA
5187,X.texanum,crude,shade,total,NA,NA
5188,X.texanum,crude,shade,root.shoot,NA,NA
5189,C.fasciculata,crude,shade,below,NA,NA
5190,C.fasciculata,crude,shade,above,NA,NA
5191,C.fasciculata,crude,shade,total,NA,NA
5192,C.fasciculata,crude,shade,root.shoot,NA,NA
5193,S.scheelei,crude,shade,below,NA,NA
5194,S.scheelei,crude,shade,above,NA,NA
5195,S.scheelei,crude,shade,total,NA,NA
5196,S.scheelei,crude,shade,root.shoot,NA,NA
5197,M.maximus,crude,shade,below,NA,NA
5198,M.maximus,crude,shade,above,NA,NA
5199,M.maximus,crude,shade,total,NA,NA
5200,M.maximus,crude,shade,root.shoot,NA,NA
5201,X.texanum,standard,shade,below,NA,NA
5202,X.texanum,standard,shade,above,NA,NA
5203,X.texanum,standard,shade,total,NA,NA
5204,X.texanum,standard,shade,root.shoot,NA,NA
5205,C.fasciculata,standard,shade,below,NA,NA
5206,C.fasciculata,standard,shade,above,NA,NA
5207,C.fasciculata,standard,shade,total,NA,NA
5208,C.fasciculata,standard,shade,root.shoot,NA,NA
5209,S.scheelei,standard,shade,below,NA,NA
5210,S.scheelei,standard,shade,above,NA,NA
5211,S.scheelei,standard,shade,total,NA,NA
5212,S.scheelei,standard,shade,root.shoot,NA,NA
5213,M.maximus,standard,shade,below,NA,NA
5214,M.maximus,standard,shade,above,NA,NA
5215,M.maximus,standard,shade,total,NA,NA
5216,M.maximus,standard,shade,root.shoot,NA,NA
5217,X.texanum,none,shade,below,NA,NA
5218,X.texanum,none,shade,above,NA,NA
5219,X.texanum,none,shade,total,NA,NA
5220,X.texanum,none,shade,root.shoot,NA,NA
5221,C.fasciculata,none,shade,below,NA,NA
5222,C.fasciculata,none,shade,above,NA,NA
5223,C.fasciculata,none,shade,total,NA,NA
5224,C.fasciculata,none,shade,root.shoot,NA,NA
5225,S.scheelei,none,shade,below,NA,NA
5226,S.scheelei,none,shade,above,NA,NA
5227,S.scheelei,none,shade,total,NA,NA
5228,S.scheelei,none,shade,root.shoot,NA,NA
5229,M.maximus,none,shade,below,NA,NA
5230,M.maximus,none,shade,above,NA,NA
5231,M.maximus,none,shade,total,NA,NA
5232,M.maximus,none,shade,root.shoot,NA,NA
5233,X.texanum,crude,open,below,NA,NA
5234,X.texanum,crude,open,above,NA,NA
5235,X.texanum,crude,open,total,NA,NA
5236,X.texanum,crude,open,root.shoot,NA,NA
5237,C.fasciculata,crude,open,below,NA,NA
5238,C.fasciculata,crude,open,above,NA,NA
5239,C.fasciculata,crude,open,total,NA,NA
5240,C.fasciculata,crude,open,root.shoot,NA,NA
5241,S.scheelei,crude,open,below,NA,NA
5242,S.scheelei,crude,open,above,NA,NA
5243,S.scheelei,crude,open,total,NA,NA
5244,S.scheelei,crude,open,root.shoot,NA,NA
5245,M.maximus,crude,open,below,NA,NA
5246,M.maximus,crude,open,above,NA,NA
5247,M.maximus,crude,open,total,NA,NA
5248,M.maximus,crude,open,root.shoot,NA,NA
5249,X.texanum,standard,open,below,NA,NA
5250,X.texanum,standard,open,above,NA,NA
5251,X.texanum,standard,open,total,NA,NA
5252,X.texanum,standard,open,root.shoot,NA,NA
5253,C.fasciculata,standard,open,below,11,2.48490665
5254,C.fasciculata,standard,open,above,51,3.951243719
5255,C.fasciculata,standard,open,total,62,4.143134726
5256,C.fasciculata,standard,open,root.shoot,0.215686275,0.195308753
5257,S.scheelei,standard,open,below,NA,NA
5258,S.scheelei,standard,open,above,NA,NA
5259,S.scheelei,standard,open,total,NA,NA
5260,S.scheelei,standard,open,root.shoot,NA,NA
5261,M.maximus,standard,open,below,NA,NA
5262,M.maximus,standard,open,above,NA,NA
5263,M.maximus,standard,open,total,NA,NA
5264,M.maximus,standard,open,root.shoot,NA,NA
5265,X.texanum,none,open,below,NA,NA
5266,X.texanum,none,open,above,NA,NA
5267,X.texanum,none,open,total,NA,NA
5268,X.texanum,none,open,root.shoot,NA,NA
5269,C.fasciculata,none,open,below,NA,NA
5270,C.fasciculata,none,open,above,NA,NA
5271,C.fasciculata,none,open,total,NA,NA
5272,C.fasciculata,none,open,root.shoot,NA,NA
5273,S.scheelei,none,open,below,NA,NA
5274,S.scheelei,none,open,above,NA,NA
5275,S.scheelei,none,open,total,NA,NA
5276,S.scheelei,none,open,root.shoot,NA,NA
5277,M.maximus,none,open,below,42,3.761200116
5278,M.maximus,none,open,above,97,4.584967479
5279,M.maximus,none,open,total,139,4.941642423
5280,M.maximus,none,open,root.shoot,0.432989691,0.359762955
5281,X.texanum,crude,shade,below,NA,NA
5282,X.texanum,crude,shade,above,NA,NA
5283,X.texanum,crude,shade,total,NA,NA
5284,X.texanum,crude,shade,root.shoot,NA,NA
5285,C.fasciculata,crude,shade,below,NA,NA
5286,C.fasciculata,crude,shade,above,NA,NA
5287,C.fasciculata,crude,shade,total,NA,NA
5288,C.fasciculata,crude,shade,root.shoot,NA,NA
5289,S.scheelei,crude,shade,below,NA,NA
5290,S.scheelei,crude,shade,above,NA,NA
5291,S.scheelei,crude,shade,total,NA,NA
5292,S.scheelei,crude,shade,root.shoot,NA,NA
5293,M.maximus,crude,shade,below,NA,NA
5294,M.maximus,crude,shade,above,NA,NA
5295,M.maximus,crude,shade,total,NA,NA
5296,M.maximus,crude,shade,root.shoot,NA,NA
5297,X.texanum,standard,shade,below,NA,NA
5298,X.texanum,standard,shade,above,NA,NA
5299,X.texanum,standard,shade,total,NA,NA
5300,X.texanum,standard,shade,root.shoot,NA,NA
5301,C.fasciculata,standard,shade,below,NA,NA
5302,C.fasciculata,standard,shade,above,NA,NA
5303,C.fasciculata,standard,shade,total,NA,NA
5304,C.fasciculata,standard,shade,root.shoot,NA,NA
5305,S.scheelei,standard,shade,below,NA,NA
5306,S.scheelei,standard,shade,above,NA,NA
5307,S.scheelei,standard,shade,total,NA,NA
5308,S.scheelei,standard,shade,root.shoot,NA,NA
5309,M.maximus,standard,shade,below,NA,NA
5310,M.maximus,standard,shade,above,NA,NA
5311,M.maximus,standard,shade,total,NA,NA
5312,M.maximus,standard,shade,root.shoot,NA,NA
5313,X.texanum,none,shade,below,NA,NA
5314,X.texanum,none,shade,above,NA,NA
5315,X.texanum,none,shade,total,NA,NA
5316,X.texanum,none,shade,root.shoot,NA,NA
5317,C.fasciculata,none,shade,below,NA,NA
5318,C.fasciculata,none,shade,above,NA,NA
5319,C.fasciculata,none,shade,total,NA,NA
5320,C.fasciculata,none,shade,root.shoot,NA,NA
5321,S.scheelei,none,shade,below,NA,NA
5322,S.scheelei,none,shade,above,NA,NA
